;RMS_(µV);rms_sec_(µV/s);mvc_(µV);mvc_h_(µV);;frames_(0.25s);rms_1_(µV);rms_2_(µV);rms_3_(µV);rms_4_(µV);emg_muscle_1_(µV);emg_muscle_2_(µV);emg_muscle_3_(µV);emg_muscle_4_(µV)
;;;;;;;;;;;11033;-36206;944;3561
;;;;;;;;;;;10058;-41041;-2331;-0.27
;;;;;;;;;;;10655;-21.52;-4882;8
;;;;;;;;;;;8723;1.01;-2559;5804
;;;;;;;;;;;-2362;17882;1517;-623
;;;;;;;;;;;-1755;24.78;3543;-147
;;;;;;;;;;;-247;20369;-1487;-1479
;;;;;;;;;;;171;18041;638;275
;;;;;;;;;;;1794;4344;1485;-2437
;;;;;;;;;;;-944;-736;978;-2414
;;;;;;;;;;;849;28278;4381;2.91
;;;;;;;;;;;-8164;60698;4417;-2361
;;;;;;;;;;;-3061;76821;1205;2449
;;;;;;;;;;;3269;85291;-1518;273
;;;;;;;;;;;2271;79233;1322;-741
;;;;;;;;;;;8893;51.4;-1548;5545
;;;;;;;;;;;7544;10.88;-4445;2383
;;;;;;;;;;;30264;-22566;1235;1339
;;;;;;;;;;;43623;-39068;-747;-742
;;;;;;;;;;;39.49;-62747;-2333;156
;;;;;;;;;;;39.95;-79965;-1;-1066
;;;;;;;;;;;24003;-75266;-2891;-4061
;;;;;;;;;;;12046;-62652;707;-4813
;;;;;;;;;;;-7.07;-44.77;2.81;-8228
;;;;;;;;;;;-18647;-36317;1191;-2746
;;;;;;;;;;;-22.83;-26799;2634;3012
;;;;;;;;;;;-30893;-28454;1305;2097
;;;;;;;;;;;-26122;-27.73;-252;1928
;;;;;;;;;;;-28063;1174;-2058;539
;;;;;;;;;;;-26058;13846;262;-2292
;;;;;;;;;;;-22568;18833;445;-4256
;;;;;;;;;;;-22739;24141;-2151;-3558
;;;;;;;;;;;-23.5;24441;-3286;-2942
;;;;;;;;;;;-25672;31111;-1554;-1944
;;;;;;;;;;;-15213;27029;2334;-1544
;;;;;;;;;;;4861;22774;-1182;-3664
;;;;;;;;;;;14819;23314;-1056;-6118
;;;;;;;;;;;4085;17878;-1062;-5639
;;;;;;;;;;;2033;16245;-1179;-1249
;;;;;;;;;;;5904;13522;1968;1.45
;;;;;;;;;;;4784;8.87;-1222;3769
;;;;;;;;;;;7443;9751;-1206;2382
;;;;;;;;;;;4413;7433;1797;2662
;;;;;;;;;;;5867;6477;1794;6588
;;;;;;;;;;;9986;5965;-1378;4544
;;;;;;;;;;;7508;3506;-1346;1904
;;;;;;;;;;;6031;1623;1603;139
;;;;;;;;;;;9372;-5541;1625;3759
;;;;;;;;;;;11013;-11553;1575;7967
;;;;;;;;;;;8396;-17759;1424;5932
;;;;;;;;;;;9584;-21152;1.65;3541
;;;;;;;;;;;7626;-17843;1121;2145
;;;;;;;;;;;4.89;-14872;1811;2385
;;;;;;;;;;;6994;-8866;759;1.52
;;;;;;;;;;;6.25;-8195;-1082;-1575
;;;;;;;;;;;6388;-9211;409;-2152
;;;;;;;;;;;4554;-4372;-943;898
;;;;;;;;;;;2584;-6423;127;0.38
;;;;;;;;;;;-78;-3637;2185;496
;;;;;;;;;;;-4549;2768;-62;3024
;;;;;;;;;;;-4.5;6069;-0.94;184
;;;;;;;;;;;-5832;6208;-157;-3379
;;;;;;;;;;;-5674;3048;-1088;-3216
;;;;;;;;;;;-7357;6988;-3236;-336
;;;;;;;;;;;-6814;8.87;-1336;2564
;;;;;;;;;;;-5.91;11067;-63;-195
;;;;;;;;;;;-8081;8.38;-1689;-7.07
;;;;;;;;;;;-4448;8861;-2.95;-9217
;;;;;;;;;;;-6477;11135;-2129;-7415
;;;;;;;;;;;-6035;3089;3458;-2.93
;;;;;;;;;;;-5024;5059;472;-1439
;;;;;;;;;;;-7685;2803;-2.44;-3006
;;;;;;;;;;;-3568;-606;3.11;-1386
;;;;;;;;;;;-3368;-1155;-2247;-0.27
;;;;;;;;;;;-5029;-6084;-3384;1949
;;;;;;;;;;;-5454;-2366;4;2.26
;;;;;;;;;;;-6256;-2476;2557;2276
;;;;;;;;;;;7663;-12829;0.9;1.67
;;;;;;;;;;;23483;-14697;2494;2.47
;;;;;;;;;;;23.87;-7699;745;4302
;;;;;;;;;;;25.56;-9053;-3544;2362
;;;;;;;;;;;18.86;-8447;433;4121
;;;;;;;;;;;12072;-903;2927;1894
;;;;;;;;;;;8332;-2854;-3.11;-1964
;;;;;;;;;;;-7894;-5453;-2732;-1924
;;;;;;;;;;;-19848;8879;-585;-1785
;;;;;;;;;;;-31198;14487;0.91;-2752
;;;;;;;;;;;-31907;8075;2001;-4767
;;;;;;;;;;;-29825;9914;1376;-3471
;;;;;;;;;;;-34307;3845;-4405;-4918
;;;;;;;;;;;-31005;-605;-4573;-7026
;;;;;;;;;;;-30496;-696;4933;-2312
;;;;;;;;;;;-31247;-4802;1465;2
;;;;;;;;;;;-17656;-5382;2305;3085
;;;;;;;;;;;3496;-2802;4184;5064
;;;;;;;;;;;16503;-3.87;-3.2;5247
;;;;;;;;;;;36196;-7007;679;5084
;;;;;;;;;;;47584;885;3614;4363
;;;;;;;;;;;48049;1047;344;4941
;;;;;;;;;;;45157;2743;-2.01;6769
;;;;;;;;;;;29393;9126;-2894;4481
;;;;;;;;;;;34127;-4485;-1662;3334
;;;;;;;;;;;41434;-7314;195;3649
;;;;;;;;;;;36127;-5414;1599;3273
;;;;;;;;;;;40917;-11338;327;2521
;;;;;;;;;;;35664;-3078;-1413;287
;;;;;;;;;;;24718;3174;512;-4879
;;;;;;;;;;;20189;-523;1652;-5849
;;;;;;;;;;;2103;-718;706;-6.02
;;;;;;;;;;;-22911;5304;1575;-9202
;;;;;;;;;;;-42239;7789;-2182;-6882
;;;;;;;;;;;-53953;5083;-1661;-3745
;;;;;;;;;;;-52845;4125;1087;-1252
;;;;;;;;;;;-51663;7.94;-1917;-1783
;;;;;;;;;;;-51224;12934;1266;-1514
;;;;;;;;;;;-46983;7632;836;-104
;;;;;;;;;;;-46.64;0.34;1367;-1681
;;;;;;;;;;;-36878;4114;3598;-1599
;;;;;;;;;;;-23.8;12418;-1778;-1924
;;;;;;;;;;;-15115;12.75;-2787;49
;;;;;;;;;;;4832;9062;-2.06;3803
;;;;;;;;;;;12354;5826;143;4919
;;;;;;;;;;;8281;2.49;567;3172
;;;;;;;;;;;8.87;7907;4;3786
;;;;;;;;;;;11005;1881;62;2386
;;;;;;;;;;;17738;-5.69;-3315;-3392
;;;;;;;;;;;9911;7.19;-0.39;-1.56
;;;;;;;;;;;2096;8.09;2429;1812
;;;;;;;;;;;11336;-3212;2337;613
;;;;;;;;;;;17231;-12233;1865;933
;;;;;;;;;;;18681;-14079;-1013;2766
;;;;;;;;;;;26019;-17302;1224;151
;;;;;;;;;;;26153;-28609;1802;-1258
;;;;;;;;;;;19043;-25476;-2463;2568
;;;;;;;;;;;18635;-22192;-1604;861
;;;;;;;;;;;14691;-24439;-2937;-1.05
;;;;;;;;;;;11613;-19309;-5134;-66
;;;;;;;;;;;6883;-14261;-3197;-1507
;;;;;;;;;;;1928;-10503;-5723;-897
;;;;;;;;;;;5045;-7336;-3228;-1929
;;;;;;;;;;;-1392;1399;2839;-4646
;;;;;;;;;;;-5981;8604;-4;-2363
;;;;;;;;;;;-4738;10462;-872;-2035
;;;;;;;;;;;-13.69;21268;3298;-2831
;;;;;;;;;;;-14.48;26.09;1747;793
;;;;;;;;;;;-8725;18431;417;-242
;;;;;;;;;;;-9229;17626;1583;-2354
;;;;;;;;;;;-9537;18701;0.51;2379
;;;;;;;;;;;-7491;12802;1779;3834
;;;;;;;;;;;-866;3822;3568;2043
;;;;;;;;;;;59;-3804;5.39;3857
;;;;;;;;;;;1641;-7495;3497;1924
;;;;;;;;;;;4378;-10736;19;683
;;;;;;;;;;;6912;-21179;0.4;2096
;;;;;;;;;;;11798;-23458;931;3474
;;;;;;;;;;;5505;-9377;3608;5634
;;;;;;;;;;;3899;-5074;1874;3025
;;;;;;;;;;;3542;-2831;-2217;3193
;;;;;;;;;;;2107;7525;-292;2552
;;;;;;;;;;;1.15;10686;1399;707
;;;;;;;;;;;-6083;14422;556;2262
;;;;;;;;;;;-7652;21781;-952;1011
;;;;;;;;;;;-8501;18764;1323;-735
;;;;;;;;;;;-7378;11.8;3002;0.86
;;;;;;;;;;;-8223;11343;-1073;-222
;;;;;;;;;;;-7267;8255;-2.18;-5905
;;;;;;;;;;;-5125;7497;-3542;-5544
;;;;;;;;;;;-7359;10986;-4264;-6797
;;;;;;;;;;;-5217;7115;96;-7737
;;;;;;;;;;;-7634;4466;-249;-7664
;;;;;;;;;;;-8426;3.88;-2.45;-10216
;;;;;;;;;;;-11019;875;-2497;-8195
;;;;;;;;;;;-11688;667;-1947;-4
;;;;;;;;;;;-8058;3201;-1813;-2064
;;;;;;;;;;;-11945;6469;-1478;-4536
;;;;;;;;;;;-7788;5237;1769;1448
;;;;;;;;;;;-2972;2556;2047;3738
;;;;;;;;;;;-906;0.81;2049;2098
;;;;;;;;;;;41;993;2503;8834
;;;;;;;;;;;-2843;-886;-1016;8792
;;;;;;;;;;;431;-7596;-3171;4927
;;;;;;;;;;;1.7;-15344;-1276;5898
;;;;;;;;;;;1505;-29363;389;7592
;;;;;;;;;;;9595;-39.69;1.33;5652
;;;;;;;;;;;21854;-45689;3859;4.51
;;;;;;;;;;;33167;-37.24;779;2025
;;;;;;;;;;;36864;-19419;-2.13;1648
;;;;;;;;;;;32495;-14325;-2757;-1649
;;;;;;;;;;;34116;-5781;-5408;-4337
;;;;;;;;;;;29236;-4782;-2985;-2034
;;;;;;;;;;;16517;-7.83;0.11;-7491
;;;;;;;;;;;11166;-5313;144;-5159
;;;;;;;;;;;2375;-10275;-913;-1692
;;;;;;;;;;;-3266;-9.42;-2674;-1854
;;;;;;;;;;;-8394;2164;-2154;892
;;;;;;;;;;;-14189;14003;3775;1525
;;;;;;;;;;;-15827;17149;2777;0.47
;;;;;;;;;;;-18702;22125;829;-1379
;;;;;;;;;;;-16895;25524;4871;3346
;;;;;;;;;;;-16941;18178;657;4.72
;;;;;;;;;;;-14806;21287;1171;3381
;;;;;;;;;;;-15122;23779;3244;4475
;;;;;;;;;;;-18977;16937;885;3543
;;;;;;;;;;;-13266;17402;2552;1091
;;;;;;;;;;;-8.04;15766;812;603
;;;;;;;;;;;-5275;14383;-1248;846
;;;;;;;;;;;-6699;14919;0.8;-2464
;;;;;;;;;;;-6.66;14.63;1233;-2369
;;;;;;;;;;;-2638;11499;739;-5659
;;;;;;;;;;;-2191;-384;853;-5536
;;;;;;;;;;;-1967;-574;-2.49;-2737
;;;;;;;;;;;-1231;119;704;-5682
;;;;;;;;;;;4572;-2875;6523;-2833
;;;;;;;;;;;5395;804;737;-2871
;;;;;;;;;;;1581;-4724;-2929;235
;;;;;;;;;;;5389;-7531;-2201;6
;;;;;;;;;;;7493;-9264;-3076;255
;;;;;;;;;;;8022;-12613;-2034;-3583
;;;;;;;;;;;6913;-10366;-3084;211
;;;;;;;;;;;4095;-11424;-1913;-747
;;;;;;;;;;;6011;-11152;0.18;-3036
;;;;;;;;;;;9039;-13209;-1891;-0.83
;;;;;;;;;;;7886;-17882;-2497;-3317
;;;;;;;;;;;4451;-17902;-1972;-3864
;;;;;;;;;;;6397;-15334;1152;-3619
;;;;;;;;;;;5.8;-13078;975;-715
;;;;;;;;;;;1557;-12913;-4352;5407
;;;;;;;;;;;-2225;-14014;-2188;2378
;;;;;;;;;;;-6586;-7654;2413;2289
;;;;;;;;;;;-4206;873;944;2324
;;;;;;;;;;;-5612;444;2886;2384
;;;;;;;;;;;-6322;3823;4273;5343
;;;;;;;;;;;-7684;8.43;98;2522
;;;;;;;;;;;-11677;13128;1637;2292
;;;;;;;;;;;-6544;16521;3306;2615
;;;;;;;;;;;-7903;13198;2186;2446
;;;;;;;;;;;-5284;12613;0.29;5703
;;;;;;;;;;;-984;13129;-359;5782
;;;;;;;;;;;-937;15269;383;2571
;;;;;;;;;;;3147;12914;56;2994
;;;;;;;;;;;3316;5984;3631;5572
;;;;;;;;;;;4619;3438;325;6295
;;;;;;;;;;;1336;3082;-2307;5.52
;;;;;;;;;;;3402;-2826;496;3297
;;;;;;;;;;;5591;-5893;-2131;-651
;;;;;;;;;;;2418;395;-2.44;-6036
;;;;;;;;;;;3978;3607;-2063;-9902
;;;;;;;;;;;1507;3867;777;-12457
;;;;;;;;;;;5851;-5293;961;-10002
;;;;;;;;;;;6776;-11002;-2184;-6684
;;;;;;;;;;;5025;-10915;818;-7191
;;;;;;;;;;;9066;-13601;-2136;-4052
;;;;;;;;;;;7511;-3919;-2455;-1.52
;;;;;;;;;;;5413;2142;0.89;-1474
;;;;;;;;;;;3.94;-2.8;-2674;-2219
;;;;;;;;;;;5.09;-3703;711;-2055
;;;;;;;;;;;3485;1.49;198;-8
;;;;;;;;;;;-1203;-3247;-2.7;319
;;;;;;;;;;;-3043;-3612;36;2096
;;;;;;;;;;;-1307;3707;-3186;2541
;;;;;;;;;;;-174;-2907;-0.1;1062
;;;;;;;;;;;-4612;-4325;2401;1538
;;;;;;;;;;;-6322;-2545;-295;-4
;;;;;;;;;;;-5051;0.19;1.88;413
;;;;;;;;;;;-6128;754;2417;1993
;;;;;;;;;;;-8768;1558;1.52;-791
;;;;;;;;;;;-5862;4188;1826;3978
;;;;;;;;;;;-3359;-516;1354;7212
;;;;;;;;;;;-5683;4845;1056;-197
;;;;;;;;;;;-4083;6166;4384;2928
;;;;;;;;;;;-2647;8825;252;4874
;;;;;;;;;;;-4696;12475;-1847;-1306
;;;;;;;;;;;-6038;6664;2671;0.76
;;;;;;;;;;;-5.18;6319;981;687
;;;;;;;;;;;-6586;4255;2284;-212
;;;;;;;;;;;-5584;6329;-2561;-287
;;;;;;;;;;;-4184;7608;-7061;-4193
;;;;;;;;;;;-2902;6375;-3.16;-4192
;;;;;;;;;;;1281;7495;-3934;-1938
;;;;;;;;;;;-3326;3291;-3742;1278
;;;;;;;;;;;-5518;-2139;-3857;445
;;;;;;;;;;;-0.67;-6126;-4165;-2376
;;;;;;;;;;;3118;-8886;2298;-56
;;;;;;;;;;;2058;-12717;4885;3.26
;;;;;;;;;;;2564;-12693;2192;2755
;;;;;;;;;;;7969;-13403;4945;-287
;;;;;;;;;;;5178;-16638;2.02;-382
;;;;;;;;;;;10856;-14278;-971;-655
;;;;;;;;;;;14155;-14576;1864;-327
;;;;;;;;;;;13692;-18.35;-637;-822
;;;;;;;;;;;26526;-18799;1795;-283
;;;;;;;;;;;31805;-16338;2814;-703
;;;;;;;;;;;29964;-13856;1835;-3413
;;;;;;;;;;;16044;-11302;3216;-298
;;;;;;;;;;;5824;-5813;-1102;-464
;;;;;;;;;;;-2616;6;0.56;3347
;;;;;;;;;;;-18.45;17734;2218;5.62
;;;;;;;;;;;-17837;23274;-2112;784
;;;;;;;;;;;-21471;29.15;-3568;2691
;;;;;;;;;;;-23.45;28263;-1768;4132
;;;;;;;;;;;-18592;19219;14;3144
;;;;;;;;;;;-16549;17965;-1502;1009
;;;;;;;;;;;-12706;18685;619;758
;;;;;;;;;;;-12764;14007;1802;732
;;;;;;;;;;;-9777;15184;-1839;1485
;;;;;;;;;;;-9197;13384;-1016;3492
;;;;;;;;;;;-6644;5587;1.77;1985
;;;;;;;;;;;269;3815;-662;254
;;;;;;;;;;;2.81;-896;-925;-1.03
;;;;;;;;;;;6479;-5503;-209;-5792
;;;;;;;;;;;9237;-7318;-3753;-7632
;;;;;;;;;;;6485;-11582;261;-5.47
;;;;;;;;;;;3.29;-13639;-461;-11554
;;;;;;;;;;;3469;-14524;-2472;-8223
;;;;;;;;;;;3369;-13687;-149;-3313
;;;;;;;;;;;3626;-11306;-2374;-2027
;;;;;;;;;;;6414;-10575;314;1971
;;;;;;;;;;;6917;-11163;0.56;-2473
;;;;;;;;;;;3282;-7465;3913;1337
;;;;;;;;;;;4012;-4828;3411;-0.32
;;;;;;;;;;;3.33;-7522;-1876;835
;;;;;;;;;;;4036;-7653;255;4654
;;;;;;;;;;;6651;-4638;1198;0.23
;;;;;;;;;;;787;-1196;3558;6565
;;;;;;;;;;;4013;1222;754;5486
;;;;;;;;;;;3556;2147;-2086;5562
;;;;;;;;;;;-1617;942;-8;4289
;;;;;;;;;;;169;2232;1585;1612
;;;;;;;;;;;-7312;3912;2257;6016
;;;;;;;;;;;-6177;8155;1979;743
;;;;;;;;;;;-859;10253;-1392;1606
;;;;;;;;;;;-6212;7565;-4.22;-207
;;;;;;;;;;;-6894;10731;-1542;-8855
;;;;;;;;;;;-3046;6735;-1698;-7376
;;;;;;;;;;;-0.77;2098;-1279;-3831
;;;;;;;;;;;188;2867;-2636;-2223
;;;;;;;;;;;2154;2531;-803;-1824
;;;;;;;;;;;366;-628;-595;-3141
;;;;;;;;;;;-4258;-539;-3482;-2839
;;;;;;;;;;;-2.55;-0.45;1.65;-0.88
;;;;;;;;;;;1.55;-7186;2763;-3756
;;;;;;;;;;;0.63;-5852;1194;-4709
;;;;;;;;;;;-1942;-7975;-3.66;-1411
;;;;;;;;;;;624;1337;-1987;686
;;;;;;;;;;;3761;6745;5076;4279
;;;;;;;;;;;3531;-845;4.24;9101
;;;;;;;;;;;228;3548;1505;10267
;;;;;;;;;;;-2999;-384;1211;5155
;;;;;;;;;;;-229;4156;1196;4193
;;;;;;;;;;;2568;2737;-1.95;4308
;;;;;;;;;;;2356;-3894;1121;1329
;;;;;;;;;;;1805;-3.49;-2128;0.51
;;;;;;;;;;;1765;-8646;-4.96;1548
;;;;;;;;;;;922;-216;0.81;3066
;;;;;;;;;;;1011;-1189;1283;-1386
;;;;;;;;;;;3035;-5.66;3899;-326
;;;;;;;;;;;3.14;-117;1328;1739
;;;;;;;;;;;5069;-1326;986;-3566
;;;;;;;;;;;2015;-2302;1391;-1376
;;;;;;;;;;;-2247;-2713;-1885;-561
;;;;;;;;;;;0.76;-4526;1594;-1498
;;;;;;;;;;;-485;-3835;1319;-588
;;;;;;;;;;;-3665;-494;-1.06;-1.72
;;;;;;;;;;;-5035;-1766;-1744;-605
;;;;;;;;;;;-2024;-2419;-456;-2047
;;;;;;;;;;;-0.48;3378;-1758;-0.67
;;;;;;;;;;;-3553;5131;-2897;628
;;;;;;;;;;;902;2.28;-1.64;-856
;;;;;;;;;;;1002;3699;-2406;185
;;;;;;;;;;;-877;7178;1828;-1212
;;;;;;;;;;;-616;2.49;3975;-295
;;;;;;;;;;;-5815;2635;-0.54;-1725
;;;;;;;;;;;-2204;10.67;-2219;-7023
;;;;;;;;;;;1516;7.1;408;-8478
;;;;;;;;;;;-677;3492;669;-4685
;;;;;;;;;;;-337;5218;1415;-2932
;;;;;;;;;;;-2215;2.32;517;-5624
;;;;;;;;;;;-2031;132;-807;-3535
;;;;;;;;;;;-3762;801;577;-3635
;;;;;;;;;;;-6547;4197;-258;-1118
;;;;;;;;;;;-2.24;4928;928;1407
;;;;;;;;;;;-4584;2032;-0.04;1142
;;;;;;;;;;;-6857;5374;1508;6557
;;;;;;;;;;;-2265;5881;3.03;6265
;;;;;;;;;;;-5.24;5207;-925;5711
;;;;;;;;;;;-2685;9454;-102;5064
;;;;;;;;;;;2.71;4518;2672;4966
;;;;;;;;;;;-2842;3316;-53;6905
;;;;;;;;;;;-1338;398;-3202;4.21
;;;;;;;;;;;6394;-6593;151;2701
;;;;;;;;;;;7343;-6986;-75;0.28
;;;;;;;;;;;9547;-14232;-2638;1758
;;;;;;;;;;;10351;-14492;-3217;2402
;;;;;;;;;;;6.56;-13375;-2415;-2092
;;;;;;;;;;;10755;-16049;-151;-1672
;;;;;;;;;;;15884;-19171;675;318
;;;;;;;;;;;14634;-24115;5;444
;;;;;;;;;;;12928;-22099;422;-305
;;;;;;;;;;;12618;-26.47;3406;-431
;;;;;;;;;;;16202;-28097;-3093;-915
;;;;;;;;;;;13784;-23064;-2385;-1212
;;;;;;;;;;;1123;-9358;2624;-1506
;;;;;;;;;;;-6642;7806;-2158;-1921
;;;;;;;;;;;-7666;6478;2363;1017
;;;;;;;;;;;-8795;10938;894;3567
;;;;;;;;;;;-10.17;16401;-3801;515
;;;;;;;;;;;-11244;17274;627;-3222
;;;;;;;;;;;-12581;26.64;-536;57
;;;;;;;;;;;-14042;23904;-2838;-743
;;;;;;;;;;;-14982;21835;-282;-6528
;;;;;;;;;;;-17172;24871;-112;-4371
;;;;;;;;;;;-17494;23486;-89;-3867
;;;;;;;;;;;-11327;20379;2765;-4874
;;;;;;;;;;;-4877;13083;3053;-4263
;;;;;;;;;;;-5629;10542;2755;-5336
;;;;;;;;;;;-4.96;6031;-73;-1559
;;;;;;;;;;;38;4569;-189;404
;;;;;;;;;;;636;5507;2922;1151
;;;;;;;;;;;-409;-3838;3073;3142
;;;;;;;;;;;2682;-6816;2897;3848
;;;;;;;;;;;5336;-5642;159;5972
;;;;;;;;;;;4368;-6214;-106;3452
;;;;;;;;;;;4876;-1.02;283;2722
;;;;;;;;;;;2816;-4958;41;3079
;;;;;;;;;;;4225;-14739;413;-501
;;;;;;;;;;;7496;-12319;-2885;-301
;;;;;;;;;;;6334;-9953;-2475;2417
;;;;;;;;;;;9359;-9954;284;2565
;;;;;;;;;;;8088;-8227;-2191;-3913
;;;;;;;;;;;5392;-10358;-2.79;-3744
;;;;;;;;;;;3425;-6464;1.25;-994
;;;;;;;;;;;1688;-1431;225;-3888
;;;;;;;;;;;4835;-4626;-1443;1966
;;;;;;;;;;;4275;-4924;149;2108
;;;;;;;;;;;204;-2683;-1.12;1872
;;;;;;;;;;;-2347;0.53;129;8099
;;;;;;;;;;;-1099;2445;2141;4835
;;;;;;;;;;;-2848;2512;223;4864
;;;;;;;;;;;-5171;4536;-955;4687
;;;;;;;;;;;-302;4097;-2613;1599
;;;;;;;;;;;289;6512;-1201;1455
;;;;;;;;;;;-826;5392;854;-1.76
;;;;;;;;;;;2921;5082;-1658;-1.75
;;;;;;;;;;;1794;3471;1343;-2179
;;;;;;;;;;;-424;-3009;3898;-1846
;;;;;;;;;;;-1619;1494;1838;344
;;;;;;;;;;;-3663;675;3269;-5022
;;;;;;;;;;;-1807;-608;5304;-3387
;;;;;;;;;;;-681;894;2723;973
;;;;;;;;;;;-1872;51;-3734;-4071
;;;;;;;;;;;-693;0.97;-3816;-2398
;;;;;;;;;;;1175;-2875;-699;-1617
;;;;;;;;;;;-3643;-5058;-928;-2902
;;;;;;;;;;;-2008;-3285;-974;-2.09
;;;;;;;;;;;2831;1306;-3998;-9814
;;;;;;;;;;;-5349;-4114;-4527;-11605
;;;;;;;;;;;-5.9;-7.76;-732;-4625
;;;;;;;;;;;393;-5084;1004;-2523
;;;;;;;;;;;3913;-7.83;-402;-5655
;;;;;;;;;;;2996;-5917;-2761;-2666
;;;;;;;;;;;-1739;-2085;1;2677
;;;;;;;;;;;2572;2757;-319;3218
;;;;;;;;;;;4698;317;-2689;5143
;;;;;;;;;;;2268;-646;-786;5835
;;;;;;;;;;;1611;-395;-2391;4877
;;;;;;;;;;;-0.99;-894;-1002;5238
;;;;;;;;;;;1301;5269;877;7963
;;;;;;;;;;;1982;1893;-949;4669
;;;;;;;;;;;-2347;5144;992;1931
;;;;;;;;;;;-1199;7.74;2415;4329
;;;;;;;;;;;-28;2279;4182;5086
;;;;;;;;;;;-1398;7565;5951;7433
;;;;;;;;;;;-3964;5764;4373;5053
;;;;;;;;;;;-1775;-1521;3429;1668
;;;;;;;;;;;4378;3136;1.65;-1167
;;;;;;;;;;;713;5227;919;-806
;;;;;;;;;;;-2688;461;-839;-1088
;;;;;;;;;;;-3129;124;-1643;-3.28
;;;;;;;;;;;-581;0.82;3088;-694
;;;;;;;;;;;2.16;4599;1891;-2835
;;;;;;;;;;;-1651;4304;-2011;-3006
;;;;;;;;;;;1246;3064;-727;-2568
;;;;;;;;;;;278;4878;-877;-1974
;;;;;;;;;;;-2811;1467;-3217;718
;;;;;;;;;;;-861;2.6;167;-883
;;;;;;;;;;;-3909;-322;694;-2.03
;;;;;;;;;;;-1889;495;-2097;-3038
;;;;;;;;;;;998;3815;1835;-1435
;;;;;;;;;;;325;-1559;1.51;3725
;;;;;;;;;;;2709;1561;152;2548
;;;;;;;;;;;-388;-597;1828;-2165
;;;;;;;;;;;-4834;-4053;1625;609
;;;;;;;;;;;-1016;247;-973;-2152
;;;;;;;;;;;36;2289;-3208;-7427
;;;;;;;;;;;-1651;933;-552;-2218
;;;;;;;;;;;-4092;-4065;834;-235
;;;;;;;;;;;-5.44;-1712;147;-2184
;;;;;;;;;;;1314;-4586;1329;-2607
;;;;;;;;;;;2993;-7843;-1937;-1928
;;;;;;;;;;;854;-5291;-4776;747
;;;;;;;;;;;2181;-11462;-0.76;-1416
;;;;;;;;;;;6742;-12215;-1931;-2474
;;;;;;;;;;;7614;-9543;-2.71;2371
;;;;;;;;;;;3481;-6869;-2185;145
;;;;;;;;;;;3975;-1997;-1903;51
;;;;;;;;;;;0.24;1442;-2206;2.63
;;;;;;;;;;;3563;-942;-1615;673
;;;;;;;;;;;9335;-8923;4289;2089
;;;;;;;;;;;6307;-9243;-1857;999
;;;;;;;;;;;9238;-7249;-1236;1.73
;;;;;;;;;;;5997;-2113;3714;4035
;;;;;;;;;;;-0.09;3404;-548;1.59
;;;;;;;;;;;-438;-983;2;558
;;;;;;;;;;;-293;-4588;-48;1.63
;;;;;;;;;;;-0.64;-2.69;2627;2951
;;;;;;;;;;;-718;2.71;3224;-1305
;;;;;;;;;;;-748;5149;2424;-1002
;;;;;;;;;;;-7565;6921;88;8072
;;;;;;;;;;;-10061;7193;-689;4201
;;;;;;;;;;;-8477;5082;-63;-1127
;;;;;;;;;;;-7181;12.66;-3765;211
;;;;;;;;;;;-6422;15811;-0.16;-1302
;;;;;;;;;;;-7647;15309;-716;2489
;;;;;;;;;;;-4381;14667;-159;1355
;;;;;;;;;;;-5.39;8879;2346;-1262
;;;;;;;;;;;-5413;7922;-114;721
;;;;;;;;;;;-3467;5626;2441;-1859
;;;;;;;;;;;-341;4795;-97;-59
;;;;;;;;;;;4357;2.53;-361;3731
;;;;;;;;;;;-1538;2074;2.95;2143
;;;;;;;;;;;-3386;2774;93;-2973
;;;;;;;;;;;212;-3504;-168;-1873
;;;;;;;;;;;1022;-2.8;674;-427
;;;;;;;;;;;1879;-2834;-151;-8993
;;;;;;;;;;;2192;-1925;1311;-10186
;;;;;;;;;;;3.52;-2.1;3057;-9917
;;;;;;;;;;;3209;-3969;1.95;-10745
;;;;;;;;;;;5161;-1.29;256;-4556
;;;;;;;;;;;4131;-5991;-526;-2129
;;;;;;;;;;;3712;-6585;0.69;0.99
;;;;;;;;;;;8119;-8064;16;3383
;;;;;;;;;;;2226;-8853;-4882;3634
;;;;;;;;;;;2939;-4033;-2.59;2.81
;;;;;;;;;;;6.84;-5139;1982;-2838
;;;;;;;;;;;-2116;-6221;-2192;-3734
;;;;;;;;;;;-925;-7796;-3366;-21
;;;;;;;;;;;2252;-2412;1222;-775
;;;;;;;;;;;-2644;-1376;558;-3.32
;;;;;;;;;;;-2347;-5068;-1544;-597
;;;;;;;;;;;1643;-4232;1373;2681
;;;;;;;;;;;2598;-2;1866;2916
;;;;;;;;;;;-367;5218;-999;2665
;;;;;;;;;;;-1.41;-2416;-808;3525
;;;;;;;;;;;-2436;-3892;2612;9024
;;;;;;;;;;;-2.18;11;2761;10353
;;;;;;;;;;;-1335;-0.96;-123;6445
;;;;;;;;;;;123;8564;0.24;10.99
;;;;;;;;;;;3.1;1599;66;13425
;;;;;;;;;;;-807;-1288;776;11508
;;;;;;;;;;;-4409;3849;192;11481
;;;;;;;;;;;-1968;1166;-1891;8815
;;;;;;;;;;;779;-0.18;-2728;9727
