name_muscle;angles_1;angles_2;emg_muscle_1_(µV);emg_muscle_2_(µV);emg_muscle_3_(µV);emg_muscle_4_(µV)
;172.53;159.75;0.963;1.791;-2.882;5.109
;172.57;159.78;0.07;4.517;-6.354;6.205
;172.61;159.81;0.81;2.215;-7.426;-1.26
;172.64;159.83;3.251;1.445;-4.688;-6.12
;172.68;159.86;-2.612;2.46;-5.452;-1.27
;172.72;159.88;0.519;4.834;-12.413;-2.956
;172.76;159.91;-3.1;5.521;-9.25;-4.126
;172.8;159.93;-2.101;5.483;-4.788;-5.809
;172.84;159.95;5.672;2.21;-3.547;-6.753
;172.88;159.97;1.327;3.297;-0.047;-5.387
;172.92;159.99;2.362;1.905;5.314;-12.264
;172.96;160.01;1.39;-1.892;5.138;-17.016
;173;160.03;-0.605;1.698;-4.371;-8.37
;173.04;160.04;1.114;-4.076;-1.37;-3.747
;173.08;160.05;-0.185;-4.463;4.268;-7.36
;173.12;160.06;0.582;-0.231;5.071;0.531
;173.16;160.07;-2.669;-4.263;9.759;3.145
;173.2;160.08;-6.199;-2.643;8.983;-1.191
;173.23;160.09;-5.165;-0.826;9.172;7.84
;173.27;160.1;-6.734;-2.042;10.203;9.467
;173.3;160.1;-1.698;-6.496;8.826;3.687
;173.34;160.11;-0.873;-7.646;8.551;4.776
;173.37;160.12;-4.684;-2.824;5.801;2.954
;173.4;160.13;2.202;-4.067;3.85;3.236
;173.44;160.14;1.282;-2.132;0.226;2.449
;173.46;160.15;2.399;2.547;2.101;-4.304
;173.49;160.16;4.048;1.702;1.39;1.997
;173.52;160.16;2.594;2.991;-9.068;6.885
;173.55;160.17;3.821;2.482;-3.082;7.571
;173.57;160.17;-0.464;3.446;1.18;12.253
;173.59;160.18;3.783;9.394;-1.077;6.739
;173.62;160.18;-0.652;7.02;-0.841;2.522
;173.64;160.18;-2.283;3.923;-5.152;-0.48
;173.66;160.18;5.237;7.588;-5.749;2.116
;173.68;160.17;-2.25;7.561;-12.409;1.43
;173.69;160.17;-1.09;5.173;-10.421;-4.62
;173.71;160.16;3.72;4.888;-7.506;3.376
;173.73;160.15;2.004;2.845;-11.854;3.658
;173.74;160.13;3.267;-1.007;-5.794;-0.781
;173.75;160.12;2.183;-5.603;-10.133;-3.861
;173.77;160.1;-0.479;-6.992;-13.418;-5.025
;173.78;160.08;-0.669;-4.879;-5.283;0.622
;173.79;160.07;1.826;-9.89;0.345;-3.416
;173.8;160.05;2.534;-10.488;-0.361;-10.447
;173.81;160.03;1.075;-6.514;-1.489;-8.439
;173.82;160.01;2.42;-10.224;4.628;-3.134
;173.83;159.99;3.52;-9.107;5.716;-1.698
;173.84;159.97;1.969;-4.101;6.498;-2.079
;173.85;159.96;-0.023;-5.394;6.694;-1.583
;173.86;159.94;-1.929;-7.41;8.133;-7.395
;173.87;159.93;-3.417;1.417;10.839;-17.153
;173.88;159.92;-6.152;4.642;9.346;-13.095
;173.89;159.9;-6.75;5.004;12.092;-8.19
;173.89;159.89;-7.513;10.68;10.067;-6.999
;173.9;159.87;-7.071;2.19;10.388;-2.236
;173.91;159.84;-2.799;1.528;10.386;-1.416
;173.92;159.82;-4.502;8.39;8.587;6.868
;173.93;159.78;-4.197;7.879;10.493;9.999
;173.94;159.74;-2.201;8.367;6.434;12.804
;173.95;159.7;-5.475;8.043;4.401;15.264
;173.96;159.66;-0.196;8.43;3.749;9.195
;173.97;159.62;5.717;4.983;1.385;5.447
;173.98;159.58;1.52;-0.579;-5.652;-0.98
;173.99;159.54;1.687;-1.309;-7.874;5.269
;174;159.51;6.083;2.843;-6.294;7.036
;174.01;159.47;3.937;1.569;-14.306;-0.804
;174.02;159.44;4.364;-2.967;-16.51;-6.423
;174.03;159.41;6.221;-4.714;-14.971;-9.982
;174.04;159.38;2.668;-5.824;-14.661;-7.14
;174.05;159.36;5.336;-1.592;-13.016;-7.105
;174.07;159.33;1.166;-2.711;-9.923;-1.073
;174.08;159.31;-1.92;-4.435;-8.455;-1.424
;174.09;159.28;3.058;-2.827;-14.559;-0.585
;174.11;159.26;-3.273;-4.07;-10.518;7.25
;174.12;159.23;-0.895;0.064;-3.89;9.473
;174.14;159.21;4.47;-0.576;-3.795;13.038
;174.16;159.18;4.525;-6.258;0.591;7.295
;174.18;159.16;3.087;-6.322;2.555;3.836
;174.2;159.13;0.613;-6.345;8.107;5.022
;174.22;159.1;2.046;-9.037;11.772;4.32
;174.24;159.07;-0.485;-9.376;9.347;5.689
;174.26;159.04;-1.642;-2.591;11.767;5.195
;174.28;159;-7.974;3.155;13.442;6.241
;174.3;158.97;-8.1;3.772;11.98;-2.889
;174.33;158.93;-3.18;3.577;11.109;-11.74
;174.35;158.9;-5.273;3.917;9.459;-7.764
;174.37;158.86;-4.296;7.255;8.546;-2.037
;174.4;158.83;-5.71;7.137;10.374;5.78
;174.42;158.8;-4.989;4.892;2.815;4.675
;174.45;158.77;-3.348;7.378;-0.741;3.697
;174.48;158.74;0.889;8.702;3.338;2.335
;174.5;158.71;4.982;4.742;-5.527;-4.942
;174.53;158.69;3.948;0.133;-8.179;-2.88
;174.56;158.66;4.09;-0.705;-7.131;-4.784
;174.58;158.64;3.969;0.683;-10.099;-1.856
;174.61;158.63;0.321;0.272;-5.563;-1.854
;174.63;158.61;-2.283;1.143;-8.541;-10.216
;174.66;158.59;6.074;1.438;-10.035;-11.333
;174.69;158.58;6.697;-4.548;-3.506;-22.03
;174.71;158.56;2.846;-3.508;-2.037;-26.913
;174.74;158.54;3.279;-0.867;-1.193;-22.017
;174.77;158.53;-0.246;0.655;-3.034;-17.793
;174.79;158.51;2.944;3.064;1.391;-10.146
;174.82;158.5;-0.224;-1.563;5.542;-5.578
;174.85;158.48;-3.489;1.1;1.064;-1.701
;174.87;158.46;-0.219;-0.903;5.3;3.492
;174.9;158.45;-0.622;-3.808;7.009;15.73
;174.93;158.43;2.81;-0.312;5.465;27.82
;174.95;158.4;-0.746;-2.606;6.949;32.998
;174.98;158.38;-0.432;0.346;5.948;33.509
;175.01;158.36;2.338;-1.576;7.122;25.564
;175.03;158.33;-0.771;-5.042;3.561;20.498
;175.06;158.3;2.481;-3.801;-1.636;15.066
;175.09;158.27;-1.266;-4.234;1.303;10.26
;175.12;158.24;-3.489;0.034;-0.846;7.74
;175.15;158.2;-1.783;2.66;-3.913;-0.322
;175.17;158.17;-0.373;0.792;0.199;-2.559
;175.2;158.13;-5.206;-2.911;-2.783;-5.036
;175.23;158.09;-9.882;-4.548;-1.708;-6.696
;175.26;158.05;0.884;-2.508;-1.337;-6.811
;175.29;158.01;-1.267;-3.683;-6.716;-7.9
;175.32;157.96;-2.047;-2.249;-5.621;-5.478
;175.35;157.92;1.031;3.333;-8.745;-12.449
;175.38;157.87;-1.909;1.025;-6.4;-19.407
;175.41;157.82;0.351;1.027;-1.574;-20.356
;175.44;157.77;-1.996;4.342;-3.809;-27.068
;175.48;157.72;-0.047;1.622;-6.553;-34.598
;175.51;157.67;0.712;1.623;-7.292;-25.475
;175.54;157.62;2.902;2.002;-4.987;-5.775
;175.57;157.57;0.195;2.116;-4.729;3.728
;175.61;157.52;-3.27;2.197;0.214;10.88
;175.64;157.47;2.833;2.695;6.862;20.479
;175.67;157.42;-0.261;5.358;9.113;21.62
;175.7;157.36;2.616;6.366;5.96;15.566
;175.74;157.31;2.664;8.477;0.128;17.239
;175.77;157.25;-0.467;6.927;8.054;22.926
;175.81;157.2;2.547;-0.734;13.153;16.172
;175.84;157.14;-0.385;-4.853;4.068;5.766
;175.87;157.08;-0.453;-0.752;1.868;-0.099
;175.91;157.03;-0.322;-1.247;3.428;-5.004
;175.94;156.97;-0.1;-3.917;2.997;-10.089
;175.97;156.91;-0.278;-0.703;0.191;-18.486
;176.01;156.86;0.482;-4.071;-2.125;-20.003
;176.04;156.81;2.937;-6.329;-5.485;-13.045
;176.08;156.75;1.155;-4.231;-10.544;-11.389
;176.11;156.7;3.322;-2.821;-7.419;-10.188
;176.14;156.65;4.842;-4.299;-3.775;-2.668
;176.18;156.6;-2.082;-8.726;0.404;5.427
;176.21;156.56;-0.859;-7.283;-0.116;9.344
;176.25;156.51;2.137;-5.611;2.323;15.229
;176.28;156.47;-3.625;2.208;3.734;18.616
;176.31;156.43;0.484;6.569;-1.934;16.015
;176.35;156.39;-0.247;2.58;7.913;16.011
;176.38;156.35;-1.102;9.43;5.948;13.86
;176.41;156.31;3.319;6.088;0.082;4.607
;176.45;156.28;-2.854;3.031;1.352;-3.538
;176.48;156.24;1.061;12.706;-4.537;-3.394
;176.52;156.21;4.33;5.885;-0.278;-5.315
;176.55;156.18;-0.865;0.862;3.135;-5.1
;176.58;156.15;-1.065;2.669;4.115;-3.664
;176.62;156.13;0.475;-4.872;-1.583;-3.766
;176.65;156.1;-0.451;-9.621;-0.975;-1.618
;176.68;156.08;-1.266;-10.69;5.926;-8.69
;176.72;156.06;0.146;-9.399;-0.289;-8.519
;176.75;156.03;-3.162;-7.356;4.053;-4.392
;176.78;156.01;-2.295;-5.904;0.007;-3.079
;176.81;155.99;0.882;-4.051;-4.324;0.086
;176.85;155.98;1.429;-5.336;0.014;-0.977
;176.88;155.96;1.651;-0.699;-4.073;-1.252
;176.91;155.94;-1.06;7.633;-0.181;-5.474
;176.94;155.93;-0.823;5.846;-1.504;-8.406
;176.97;155.91;-0.578;5.257;-0.645;-10.415
;177;155.9;-0.387;9.478;0.347;-9.245
;177.03;155.88;-0.198;5.97;-1.609;-0.246
;177.06;155.87;-0.159;4.06;1.651;8.252
;177.09;155.85;0.117;6.699;-0.265;9.869
;177.12;155.84;-0.175;4.952;2.552;9.959
;177.14;155.82;0.385;4.401;3.242;10.849
;177.17;155.81;-0.421;2.86;3.047;1.889
;177.2;155.79;0.569;-0.87;2.804;2.694
;177.22;155.77;-3.89;0.788;2.98;8.688
;177.25;155.76;-5.575;-2.9;1.683;6.792
;177.27;155.74;-1.226;-4.415;-7.079;8.967
;177.3;155.72;-2.745;1.421;-3.007;7.546
;177.32;155.7;-1.577;-3.55;0.448;2.888
;177.34;155.69;-3.255;-3.317;-5.012;-1.363
;177.37;155.67;-4.947;3.421;-2.11;-6.379
;177.39;155.65;-0.861;1.254;-1.266;-7.684
;177.41;155.63;0.887;1.205;-8.445;-6.537
;177.43;155.61;1.507;2.713;-10.313;-8.29
;177.45;155.59;3.511;-3.954;-9.105;-9.989
;177.47;155.57;3.973;-8.256;-7.622;-12.291
;177.49;155.55;-0.207;-2.775;-6.95;-10.702
;177.51;155.53;-2.644;-0.899;-8.605;-7.252
;177.53;155.51;-1;-1.425;-1.832;-8.752
;177.55;155.49;3.143;-2.867;-0.872;-5.423
;177.56;155.46;4.322;-3.022;-6.012;-4.115
;177.58;155.44;2.754;-1.794;0.374;-0.689
;177.6;155.42;3.593;-4.513;5.104;3.332
;177.62;155.39;5.297;-0.733;4.601;3.77
;177.63;155.37;3.07;-2.779;9.935;10.657
;177.65;155.34;1.48;-5.867;12.026;10.953
;177.66;155.32;5.831;-3.902;8.469;8.714
;177.68;155.29;3.652;-4.899;10.5;8.567
;177.69;155.27;2.527;-1.709;9.989;9.802
;177.71;155.24;2.715;-0.817;6.255;12.088
;177.72;155.22;2.214;3.686;5.373;7.703
;177.73;155.19;1.881;3.528;5.45;6.237
;177.74;155.16;-4.476;2.824;7.076;5.444
;177.76;155.14;-1.891;2.258;4.976;0.316
;177.77;155.11;-2.164;-4.5;2.93;-3.141
;177.78;155.09;-2.553;-1.385;1.712;0.516
;177.79;155.06;0.035;-2.935;-0.791;3.504
;177.8;155.03;-3.37;1.763;1.766;-2.375
;177.81;155.01;-0.814;7.722;-0.914;-2.305
;177.82;154.98;-1.41;5.252;-4.13;-2.167
;177.83;154.95;-1.587;9.354;-0.456;-5.18
;177.84;154.93;-2.84;8.714;-3.678;-4.979
;177.85;154.9;-5.44;5.344;-5.58;-8.173
;177.86;154.87;-1.397;8.81;-2.984;-4.655
;177.87;154.84;-3.295;11.19;-4.049;-1.979
;177.88;154.81;-3.089;2.409;-8.114;-4.307
;177.89;154.79;1.627;2.15;-11.361;-4.952
;177.9;154.76;-1.641;5.048;-9.745;-7.047
;177.91;154.73;-3.059;2.55;-6.065;-7.783
;177.92;154.7;-0.075;1.572;-1.677;-9.763
;177.93;154.68;1.121;-3.307;-3.596;-4.312
;177.94;154.65;1.581;-1.71;-5.456;-3.114
;177.95;154.63;-1.108;-3.285;-0.881;-3.816
;177.96;154.6;0.146;-7.899;0.42;3.801
;177.97;154.58;-0.333;-9.679;2.084;-0.152
;177.98;154.55;-1.439;-7.959;0.525;1.805
;177.99;154.53;3.632;-3.885;-0.866;3.681
;178;154.5;2.89;-5.219;0.976;0.09
;178.01;154.48;1.669;-4.234;-0.497;1.672
;178.02;154.46;0.845;-2.93;4.783;-4.489
;178.03;154.43;-0.074;-4.55;6.295;-2.992
;178.04;154.41;-1.282;-4.186;2.612;-2.713
;178.05;154.39;-1.686;1.188;4.161;-4.136
;178.07;154.36;-0.23;3.463;3.594;2.394
;178.08;154.34;-3.266;0.43;2.33;4.36
;178.09;154.32;-2.001;-7.458;-1.549;7.786
;178.1;154.29;-1.766;-3.995;-2.356;10.184
;178.11;154.27;-3.455;6.311;2.593;16.493
;178.12;154.25;-0.216;0.108;5.334;16.464
;178.13;154.22;1.553;1.698;6.852;13.017
;178.14;154.2;1.475;0.53;6.765;17.088
;178.16;154.18;0.68;-6.1;5.109;12.675
;178.17;154.15;0.314;-2.452;4.883;8.896
;178.18;154.13;0.056;1.097;3.494;3.222
;178.19;154.11;2.501;3.771;2.711;0.87
;178.2;154.08;5.838;1.542;4.968;-2.845
;178.21;154.06;4.976;0.897;-2.802;-10.406
;178.22;154.04;2.644;-1.7;-6.037;-8.418
;178.23;154.01;4.664;1.195;0.735;-12.887
;178.24;153.99;5.851;6.94;-2.021;-13.458
;178.25;153.97;-1.495;4.48;-2.003;-9.725
;178.26;153.95;0.026;6.19;-1.577;-8.902
;178.27;153.93;4.991;7.472;-4.873;-6.945
;178.28;153.9;0.503;5.508;-1.661;-4.303
;178.29;153.88;-0.497;0.833;-1.798;1.834
;178.3;153.86;-1.973;1.918;-5.307;3.08
;178.31;153.84;-2.628;6.129;-5.201;1.433
;178.32;153.82;-4.298;1.559;-6.274;3.772
;178.32;153.81;-4.586;-1.141;-5.962;7.34
;178.33;153.79;2.807;-1.805;-1.385;3.837
;178.34;153.77;2.763;-5.439;1.993;-2.007
;178.35;153.76;0.88;-5.184;0.218;-5.903
;178.36;153.75;0.913;-3.548;-2.901;-8.259
;178.37;153.73;-0.91;-5.567;-1.42;-3.758
;178.38;153.72;-0.888;-4.59;-2.12;-2.327
;178.39;153.71;0.418;-6.061;-6.301;-8.013
;178.39;153.71;0.466;-8.493;-4.768;-12.02
;178.4;153.7;-1.369;-0.509;0.923;-12.352
;178.41;153.69;1.892;0.168;4.726;-9.7
;178.43;153.69;-0.14;-4.268;4.814;-7.421
;178.44;153.69;-5.895;-0.136;-1.14;-1.503
;178.45;153.69;-2.024;-1.885;-3.884;6.838
;178.46;153.68;-1.432;-3.286;-3.737;6.515
;178.47;153.69;-3.905;0.589;-6.664;8.883
;178.48;153.69;-3.241;-0.131;0.102;8.363
;178.49;153.69;-2.678;0.207;2.755;1.758
;178.5;153.7;-2.128;3.088;1.159;1.122
;178.52;153.71;-4.477;3.229;6.103;-2.222
;178.53;153.72;-4.266;3.238;2.484;0.272
;178.54;153.73;-3.139;3.549;3.571;3.179
;178.55;153.74;-3.485;3.399;7.14;2.738
;178.56;153.75;-1.764;7.288;4.546;5.787
;178.57;153.77;-2.803;9.798;5.901;5.42
;178.58;153.78;-0.42;8.186;3.003;8.78
;178.59;153.8;0.971;7.162;1.845;11.414
;178.6;153.82;0.792;6.095;2.134;12.168
;178.61;153.84;4.877;1.769;1.117;11.582
;178.62;153.86;4.868;0.886;-1.063;9.728
;178.62;153.89;5.912;-0.169;-5.481;9.119
;178.63;153.91;5.644;-7.5;-0.461;4.451
;178.63;153.94;4.06;-4.848;0.635;4.099
;178.63;153.96;6.267;-3.63;0.721;2.455
;178.63;153.99;5.388;-6.255;-1.898;-3.487
;178.63;154.02;3.768;0.31;-6.942;-5.465
;178.63;154.05;3.631;1.571;-0.632;-7.568
;178.62;154.09;1.33;-1.709;-2.036;-6.935
;178.62;154.12;-1.306;0.015;-1.735;-8.259
;178.61;154.15;2.099;2.681;0.064;-14.193
;178.61;154.19;2.815;-1.757;0.779;-11.829
;178.6;154.22;-3.131;-8.089;2.537;-11.803
;178.6;154.26;0.576;-9.879;-2.551;-15.287
;178.59;154.29;1.013;-9.496;-0.715;-12.069
;178.58;154.33;-4.937;-5.807;0.43;-12.513
;178.57;154.37;-0.932;-4.747;2.529;-5.823
;178.56;154.41;-1.349;-4.827;3.551;-0.394
;178.55;154.45;0.134;-0.119;5.888;-2.41
;178.54;154.5;2.223;-0.695;9.939;2.664
;178.53;154.54;-2.106;1.22;6.038;-5.015
;178.52;154.58;-0.273;6.636;7.28;-9.474
;178.51;154.62;-4.68;5.405;2.833;-4.473
;178.5;154.67;-8.821;7.898;1.568;-6.057
;178.49;154.71;-4.505;6.356;2.428;8.401
;178.48;154.76;-1.979;2.969;-4.391;22.125
;178.46;154.8;-1.479;1.138;-4.342;24.303
;178.45;154.84;-1.441;0.932;-4.713;25.825
;178.44;154.89;-1.626;5.262;-2.08;21.617
;178.43;154.93;-1.191;1.711;0.44;20.382
;178.42;154.97;-1.781;0.273;-0.123;15.708
;178.41;155.01;-4.367;-0.783;-1.268;8.746
;178.39;155.05;-1.946;1.422;-1.734;6.622
;178.38;155.09;1.375;2.856;-0.569;6.119
;178.37;155.13;3.951;-3.791;-0.931;3.656
;178.36;155.16;3.832;0.495;2.55;-3.047
;178.35;155.19;3.482;-0.113;-3.954;-8.571
;178.33;155.22;6.189;-1.644;-7.343;-12.669
;178.32;155.25;2.725;6.298;-1.563;-11.696
;178.31;155.28;2.334;2.531;-5.697;-13.468
;178.3;155.3;1.693;-2.91;-6.039;-12.056
;178.29;155.32;1.452;-2.512;-4.831;-8.408
;178.28;155.34;3.547;-6.03;-5.081;-15.994
;178.27;155.35;0.381;-4.633;-4.661;-12.782
;178.26;155.36;5.304;-2.897;-4.895;-8.223
;178.26;155.37;5.219;-3.972;-1.97;-8.113
;178.25;155.38;-2.222;0.446;0.649;-1.042
;178.24;155.39;-2.495;2.496;0.285;-9.844
;178.24;155.4;-3.643;0.922;-6.854;-15.895
;178.23;155.4;-1.191;-0.545;-7.079;-2.675
;178.23;155.41;-2.044;4.576;0.455;-0.333
;178.22;155.42;-6.214;5.543;0.548;0.995
;178.22;155.42;-0.515;-1.074;-1.825;8.88
;178.21;155.42;0.955;-0.593;1.604;7.25
;178.21;155.43;-2.168;-0.782;4.985;5.729
;178.21;155.43;-1.134;-3.446;2.277;9.929
;178.21;155.43;-0.901;-3.808;2.568;8.744
;178.21;155.44;-3.145;-3.025;5.758;2.983
;178.21;155.44;-2.915;-3.9;6.373;5.582
;178.21;155.45;1.149;-2.519;2.996;5.072
;178.21;155.45;4.113;-0.881;1.015;-0.786
;178.21;155.45;2.527;0.998;3.431;-2.028
;178.21;155.46;-1.265;2.341;4.951;-1.235
;178.21;155.46;0.923;-1.807;7.231;0.339
;178.21;155.46;-0.426;2.771;5.9;-1.943
;178.22;155.47;-3.775;4.462;5.259;-0.074
;178.22;155.47;-2.421;0.374;7.014;0.262
;178.23;155.48;-5.508;1.447;3.7;-3.328
;178.23;155.48;-4.046;1.204;2.242;-0.596
;178.23;155.49;-1.211;4.667;2.545;2.758
;178.24;155.5;-2.199;5.172;0.908;4.902
;178.25;155.51;-0.028;-1.189;-1.3;2.673
;178.25;155.51;-0.027;-3.137;-3.074;1.499
;178.26;155.52;1.274;-0.726;-1.703;5.582
;178.26;155.54;5.426;-2.153;-0.422;7.699
;178.27;155.55;2.875;-0.133;-1.764;5.319
;178.27;155.56;1.719;2.007;-0.344;-1.144
;178.28;155.58;1.848;0.571;4.654;-1.161
;178.28;155.59;1.073;3.172;3.31;2.581
;178.29;155.61;4.42;-1.643;2.172;1.589
;178.29;155.63;3.489;-1.835;4.338;6.432
;178.3;155.64;4.389;-0.506;-3.015;10.587
;178.3;155.67;2.916;-3.919;-3.502;7.169
;178.31;155.69;1.606;-2.077;-1.604;4.389
;178.31;155.71;5.669;-0.069;-4.926;4.64
;178.32;155.74;2.055;5.918;-2.778;4.593
;178.32;155.77;-0.443;3.659;-6.132;-1.245
;178.32;155.79;-0.522;1.721;-3.489;-7.286
;178.33;155.82;-0.022;1.362;-7.067;-7.402
;178.33;155.86;0.036;0.403;-16.151;-3.656
;178.33;155.89;-2.394;2.545;-7.636;-7.592
;178.33;155.92;-2.357;-4.442;-7.01;-15.439
;178.34;155.96;-1.538;-1.901;-7.788;-17.079
;178.34;156;-1.477;-0.547;-6.853;-21.231
;178.34;156.04;-0.633;-2.859;-10.632;-20.374
;178.34;156.08;-0.392;-0.037;-3.317;-14.954
;178.34;156.12;-2.786;-3.701;-0.847;-14.349
;178.34;156.16;0.829;-2.608;-5.577;-8.922
;178.34;156.21;1.277;-1.69;-3.091;-2.07
;178.34;156.26;-1.008;-4.903;1.761;3.068
;178.34;156.31;-0.692;-0.16;4.181;10.283
;178.34;156.36;-5.995;2.474;9.43;11.881
;178.34;156.42;-2.53;0.781;14.837;10.348
;178.34;156.48;-1.834;4.135;14.296;11.489
;178.34;156.54;-4.307;4.276;13.501;13.442
;178.33;156.61;-0.77;2.991;13.234;14.337
;178.33;156.67;-3.049;-1.772;12.456;13.353
;178.33;156.74;0.332;-1.224;9.284;11.302
;178.33;156.8;1.192;1.368;5.494;6.983
;178.33;156.87;-1.605;-2.608;5.485;5.508
;178.33;156.94;-0.795;4.657;4.858;9.762
;178.33;157.01;-3.559;1.791;4.849;6.162
;178.32;157.08;0.275;-1.095;4.336;0.251
;178.32;157.14;3.652;2.767;-1.948;0.861
;178.32;157.21;1.356;-0.557;-5.349;-12.163
;178.32;157.28;1.552;0.388;0.369;-19.774
;178.32;157.34;-0.626;-2.992;0.367;-8.855
;178.31;157.41;-0.614;3.879;-3.684;-3.556
;178.31;157.47;3.547;3.978;-3.224;-2.037
;178.31;157.53;0.253;-2.23;-4.926;-2.838
;178.3;157.59;-1.523;-1.079;-3.958;-0.972
;178.3;157.66;4.167;-8.744;-6.419;0.928
;178.3;157.72;2.622;-2.795;-8.185;0.349
;178.29;157.78;1.9;-3.213;-5.029;1.744
;178.29;157.84;3.676;-4.454;-6.848;-4.411
;178.28;157.9;-0.392;-0.702;-3.819;-9.486
;178.28;157.95;-1.452;-6.369;-0.03;-6.148
;178.27;158.01;0.396;-0.894;-2.86;-1.945
;178.27;158.07;2.574;0.49;-3.074;4.343
;178.26;158.12;1.251;2.492;0.761;8.913
;178.26;158.17;0.277;0.781;-3.527;5.603
;178.25;158.23;2.251;0.104;-5.456;7.537
;178.24;158.28;0.813;7.055;-1.228;10.089
;178.24;158.32;0.351;4.007;-3.174;9.118
;178.23;158.37;1.097;4.195;-2.249;11.783
;178.22;158.41;-1.427;1.707;-1.608;10.429
;178.21;158.45;-1.862;-1.509;-0.474;4.577
;178.2;158.49;2.917;-0.663;-0.595;-3.929
;178.19;158.53;-1.743;-0.862;0.886;-5.476
;178.18;158.56;-2.203;-2.984;0.1;-6.132
;178.17;158.6;4.707;-0.152;-4.435;-12.443
;178.16;158.63;-1.565;4.119;3.73;-14.427
;178.15;158.66;-3.958;-2.562;2.047;-16.576
;178.14;158.7;-1.362;-0.848;-1.992;-19.372
;178.12;158.73;-0.092;-1.925;-1.029;-18.068
;178.11;158.76;-1.49;-5.66;-1.766;-11.618
;178.1;158.78;-2.323;-1.202;5.043;-1.6
;178.09;158.81;1.316;-1.243;4.326;2.665
;178.07;158.84;-4.688;5.885;5.048;5.209
;178.06;158.87;-5.078;9.205;7.088;17.175
;178.05;158.9;1.911;3.988;2.09;21.023
;178.03;158.92;-2.105;4.114;0.526;19.361
;178.02;158.95;-4.121;5.355;2.246;15.329
;178;158.98;-2.051;5.073;0.232;2.825
;177.98;159.01;-1.215;3.714;-3.809;0.64
;177.97;159.03;1.2;5.999;-2.867;-4.886
;177.95;159.06;-1.59;5.096;-0.717;-10.657
;177.93;159.09;-1.677;-2.278;3.583;-3.781
;177.91;159.12;1.043;-2.91;2.359;-3.227
;177.89;159.15;1.515;-4.34;-2.03;-2.999
;177.87;159.18;3.729;-4.98;2.478;-1.818
;177.85;159.21;4.555;-3.285;4.778;-2.407
;177.83;159.24;6.522;-7.256;-0.221;2.652
;177.81;159.27;4.384;-2.284;-0.737;-1.876
;177.79;159.3;3.229;-3.483;3.562;-2.26
;177.77;159.33;1.092;-7.646;5.991;7.916
;177.75;159.36;-3.149;-2.764;7.631;4.912
;177.72;159.39;0.922;-1.027;3.454;2.347
;177.7;159.42;-0.349;1.107;2.615;-0.42
;177.68;159.46;-2.263;-7.026;4.055;-0.223
;177.66;159.49;-0.635;-7.354;0.641;3.379
;177.63;159.52;0.702;-0.844;-1.359;0.074
;177.61;159.55;-0.837;-0.659;-1.499;0.986
;177.59;159.58;-2.577;2.37;2.58;-2.965
;177.57;159.61;2.185;-3.608;-0.747;-1.504
;177.55;159.64;0.193;-3.387;0.355;-0.027
;177.53;159.67;-0.836;2.238;2.969;-4.252
;177.51;159.7;-0.133;0.327;-2.048;-0.21
;177.49;159.74;2.283;-1.447;0.478;-4.346
;177.48;159.77;5.812;1.061;-4.724;-6.513
;177.46;159.8;-0.896;0.94;-5.181;-1.844
;177.44;159.83;-3.432;-1.355;-1.472;-3.599
;177.43;159.87;-1.17;3.43;-4.922;-5.91
;177.41;159.9;-0.218;2.22;-4.473;-0.845
;177.4;159.94;-1.51;3.023;-5.037;5.131
;177.38;159.97;-0.098;5.646;-4.407;4.65
;177.37;160;-1.73;2.77;-5.546;3.71
;177.36;160.04;-3.265;5.92;-4.381;3.531
;177.35;160.08;1.394;5.699;-6.325;8.353
;177.34;160.11;-3.658;3.092;-7.591;11.143
;177.33;160.15;-1.365;5.643;-7.175;6.732
;177.31;160.19;1.876;9.452;-11.062;5.98
;177.3;160.23;-0.933;5.726;-4.875;1.857
;177.3;160.27;1.233;0.311;-5.529;-2.646
;177.29;160.31;-0.616;2.928;-5.579;2.87
;177.28;160.36;0.777;3.3;-3.119;3.828
;177.27;160.4;-0.588;-2.735;-0.145;0.457
;177.26;160.45;-2.457;-6.205;8.7;0.883
;177.25;160.5;2.181;0.982;5.226;-2.362
;177.25;160.55;0.742;2.636;8.5;-8.332
;177.24;160.6;1.611;-4.51;7.568;-11.74
;177.24;160.65;4.103;-3.924;2.374;-11.486
;177.23;160.7;-2.146;-0.883;7.133;-12.221
;177.22;160.76;-1.787;-1.174;5.552;-11.677
;177.22;160.81;0.33;-3.615;7.25;-9.848
;177.21;160.87;-1.722;-4.472;8.707;-12.009
;177.21;160.92;-0.037;-3.487;4.953;-10.658
;177.2;160.98;1.107;-4.618;2.656;-6.332
;177.2;161.04;2.96;-6.604;6.33;-2.245
;177.19;161.09;0.56;-4.756;6.043;2.313
;177.19;161.15;0.004;-3.655;1.962;6.223
;177.18;161.2;-0.145;-8.034;3.7;7.833
;177.18;161.25;0.15;-6.87;0.878;8.647
;177.17;161.31;5.334;-2.177;1.933;13.365
;177.17;161.36;0.141;-0.819;2.945;14.321
;177.16;161.41;-1.327;3.595;-2.299;12.808
;177.15;161.46;-0.124;2.194;-1.109;10.993
;177.15;161.5;-1.607;-2.96;0.164;6.215
;177.14;161.55;2.413;2.134;-2.037;7.926
;177.14;161.59;-1.671;2.883;-0.03;9.056
;177.14;161.63;-1.458;2.012;0.186;5.102
;177.13;161.67;-1.559;5.867;-3.015;2.975
